PopName,Area,Year,YearReg,YearInterval,Sex,Age,AgeInterval,Lexis,RefCode,Access,Deaths,NoteCode1,NoteCode2,NoteCode3,LDB
SWE,1,1759,1759,1,f,15,5,RR,21,O,511,.,.,.,1
SWE,1,1759,1759,1,f,20,5,RR,21,O,614,.,.,.,1
SWE,1,1759,1759,1,f,25,5,RR,21,O,727,.,.,.,1
SWE,1,1759,1759,1,f,30,5,RR,21,O,895,.,.,.,1
SWE,1,1759,1759,1,f,35,5,RR,21,O,706,.,.,.,1
SWE,1,1759,1759,1,f,40,5,RR,21,O,930,.,.,.,1
SWE,1,1759,1759,1,f,45,5,RR,21,O,755,.,.,.,1
SWE,1,1759,1759,1,f,50,5,RR,21,O,875,.,.,.,1
SWE,1,1759,1759,1,f,55,5,RR,21,O,1031,.,.,.,1
SWE,1,1759,1759,1,f,60,5,RR,21,O,1316,.,.,.,1
SWE,1,1759,1759,1,f,65,5,RR,21,O,1383,.,.,.,1
SWE,1,1759,1759,1,f,70,5,RR,21,O,1809,.,.,.,1
SWE,1,1759,1759,1,f,75,5,RR,21,O,1461,.,.,.,1
SWE,1,1759,1759,1,f,80,5,RR,21,O,1040,.,.,.,1
SWE,1,1759,1759,1,f,85,5,RR,21,O,523,.,.,.,1
SWE,1,1759,1759,1,f,90,+,RR,21,O,286,.,.,.,1
SWE,1,1759,1759,1,m,0,1,RR,21,O,6646,.,.,.,1
SWE,1,1759,1759,1,m,1,2,RR,21,O,1943,.,.,.,1
SWE,1,1759,1759,1,m,3,2,RR,21,O,1045,.,.,.,1
SWE,1,1759,1759,1,m,5,5,RR,21,O,1103,.,.,.,1
SWE,1,1759,1759,1,m,10,5,RR,21,O,605,.,.,.,1
